Column1,Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
248,249,184282.2667,60,3,72,11317,1,0,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,101,2,4,2,2,3,3,5,0,5,0,840,840,1,0,1,4,840,828,0,1668,0,0,2,1,3,1,2,8,6,0,2,1,2003,1,2,500,4,4,2,144,68,0,0,0,0,2,2,2,0,9,2007,8,4
249,250,162062.4754,50,3,70.04995837,159000,1,0,1,2,0,1,2,4,2,2,0,0,6,7,1958,2006,1,1,13,6,0,472,2,4,1,2,3,1,4,697,5,0,747,1444,1,2,1,4,1444,700,0,2144,0,1,2,0,4,1,2,7,6,2,4,1,1958,0,2,389,4,4,2,0,98,0,0,0,0,2,2,2,500,6,2007,8,4
250,251,182550.071,30,3,55,5350,1,0,0,3,0,4,0,3,2,2,0,2,3,2,1940,1966,1,1,13,10,1,0,3,3,1,3,3,3,5,0,5,0,728,728,1,0,1,4,1306,0,0,1306,0,0,1,0,3,1,1,6,4,0,2,1,1978.506164,2,0,0,4,4,2,263,0,0,0,0,0,2,1,2,450,5,2010,8,4
251,252,180987.9496,120,4,44,4750,1,0,0,1,0,4,1,6,2,2,4,2,8,5,2006,2007,3,1,12,13,2,481,2,4,2,2,3,1,2,1573,5,0,0,1573,1,0,1,4,1625,0,0,1625,1,1,2,0,2,1,2,5,6,1,2,1,2006,0,2,538,4,4,2,123,0,0,0,153,0,2,2,2,0,12,2007,8,3
252,253,178173.7976,60,3,65,8366,1,0,0,3,0,4,0,20,2,2,0,5,6,5,2004,2004,1,1,12,13,1,0,2,4,2,2,3,3,5,0,5,0,798,798,1,0,1,4,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,2,1,2004,1,2,520,4,4,2,138,45,0,0,0,0,2,2,2,0,12,2008,8,4
253,254,179980.6359,80,3,85,9350,1,0,3,3,0,4,0,12,2,2,0,7,6,7,1964,1991,3,1,6,6,1,108,3,4,1,2,3,1,3,270,0,580,452,1302,1,0,1,4,1302,0,0,1302,0,1,2,0,3,1,2,7,2,0,2,1,1964,1,1,309,4,4,2,333,0,0,0,0,0,2,2,2,0,10,2007,1,4
254,255,173257.6378,20,3,70,8400,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1957,1957,1,1,8,8,1,0,3,2,1,3,3,3,4,922,5,0,392,1314,1,4,1,4,1314,0,0,1314,1,0,1,0,3,1,3,5,6,0,2,1,1957,1,1,294,4,4,2,250,0,0,0,0,0,2,2,2,0,6,2010,8,4
255,256,177271.2911,60,3,66,8738,1,0,0,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,1,302,2,4,2,2,3,3,5,0,5,0,975,975,1,0,1,4,1005,1286,0,2291,0,0,2,1,4,1,2,8,6,1,4,3,1999,0,2,429,4,4,2,192,0,0,0,0,0,2,2,2,0,2,2006,8,4
256,257,175338.3554,60,1,64,8791,1,0,0,3,0,4,0,21,2,2,0,5,6,5,2003,2003,1,1,12,13,1,0,2,4,2,2,3,3,4,503,5,0,361,864,1,0,1,4,864,864,0,1728,0,0,2,1,3,1,2,7,6,0,2,1,2003,1,2,673,4,4,2,216,56,0,0,0,0,2,2,2,0,5,2008,8,4
257,258,177548.1405,20,3,68,8814,1,0,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,12,13,2,180,2,4,2,2,3,3,2,1334,5,0,270,1604,1,0,1,4,1604,0,0,1604,1,0,2,1,3,1,2,8,6,1,2,1,2006,1,2,660,4,4,2,123,110,0,0,0,0,2,2,2,0,3,2009,8,0
258,259,175969.9166,60,3,80,12435,1,0,3,3,0,4,0,5,2,2,0,5,7,5,2001,2001,1,1,12,13,1,172,2,4,2,2,3,3,2,361,5,0,602,963,1,0,1,4,963,829,0,1792,0,0,2,1,3,1,2,7,6,1,4,1,2001,1,2,564,4,4,2,0,96,0,245,0,0,2,2,2,0,5,2008,8,4
259,260,175011.482,20,4,70,12702,1,0,3,3,0,4,0,17,2,2,0,2,5,5,1956,1956,1,1,3,3,1,0,3,4,2,3,3,3,5,0,5,0,0,0,1,2,1,0,882,0,0,882,0,0,1,0,2,1,3,4,6,0,2,5,1956,2,1,308,4,4,2,0,45,0,0,0,0,2,2,2,0,12,2008,8,4
260,261,185199.3726,80,3,120,19296,1,0,3,3,0,0,0,12,0,2,0,7,6,5,1962,1962,1,1,13,14,1,399,3,4,1,3,3,1,4,672,0,690,0,1362,1,4,1,4,1382,0,0,1382,1,0,1,0,3,1,3,6,6,1,4,1,1991,2,2,884,4,4,2,0,0,252,0,0,0,2,1,2,0,5,2009,8,4
261,262,188514.0502,60,3,69,9588,1,0,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,5,5,2,270,2,4,2,0,3,3,5,0,5,0,1482,1482,1,0,1,4,1482,1092,0,2574,0,0,2,1,3,1,0,10,6,1,2,3,2007,0,3,868,4,4,2,0,148,0,0,0,0,2,2,2,0,11,2007,6,5
262,263,185080.1453,80,3,88,8471,1,0,0,3,0,0,0,19,2,2,0,7,6,7,1977,1995,1,1,6,10,1,46,3,4,1,2,1,0,0,506,5,0,0,506,1,4,1,4,1212,0,0,1212,1,0,1,0,3,1,3,6,6,1,4,1,1978,2,2,492,4,4,2,292,12,0,0,0,0,2,1,2,0,7,2006,8,4
263,264,157304.4026,50,4,50,5500,1,0,3,3,0,0,0,17,2,2,0,0,5,7,1929,2001,1,1,13,14,1,0,3,4,0,3,3,3,3,234,0,692,0,926,1,4,1,4,926,0,390,1316,1,0,1,0,3,1,3,6,6,0,2,5,1974,2,2,484,4,4,2,0,0,0,0,0,0,2,2,2,0,4,2010,8,4
264,265,194260.8595,30,4,30,5232,1,0,2,0,0,4,0,17,0,2,0,2,5,5,1925,2004,1,1,13,14,1,0,3,4,0,1,3,3,5,0,5,0,680,680,1,2,0,2,764,0,0,764,0,0,1,0,2,1,3,4,6,0,2,5,1965,2,2,504,4,4,0,0,0,0,0,0,0,2,2,2,0,6,2008,8,4
265,266,181262.33,20,3,78,12090,1,0,0,3,0,4,0,14,2,2,0,2,6,6,1981,1981,1,1,8,8,1,210,3,2,1,2,3,3,2,588,3,228,606,1422,1,4,1,4,1422,0,0,1422,0,0,2,0,3,1,2,7,6,1,4,1,1981,0,2,576,4,4,2,276,0,0,0,0,0,2,0,2,0,6,2008,8,4
266,267,157003.2927,60,3,70,11207,1,0,0,1,0,2,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,1,0,3,4,2,2,3,0,2,714,5,0,88,802,1,2,1,4,802,709,0,1511,1,0,2,1,3,1,3,8,6,1,4,1,1997,0,2,413,4,4,2,95,75,0,0,0,0,2,2,2,0,6,2006,8,4
267,268,182924.4994,75,3,60,8400,1,0,3,0,0,4,1,18,2,2,0,3,5,8,1939,1997,1,1,13,14,1,0,3,4,2,3,3,3,3,378,5,0,342,720,1,0,1,4,1052,720,420,2192,0,0,2,1,4,1,2,8,6,1,2,5,1939,2,1,240,4,4,2,262,24,0,0,0,0,2,2,2,0,7,2008,8,4
268,269,181902.5864,30,4,71,6900,1,0,3,3,0,4,0,9,2,2,0,2,5,6,1940,1955,1,1,12,13,1,0,3,4,1,3,3,3,0,403,4,125,212,740,1,0,1,4,778,0,0,778,0,0,1,0,2,1,3,4,6,1,2,5,1966,0,1,924,0,0,2,0,25,0,0,0,0,2,2,2,0,2,2008,8,4
269,270,188985.3717,20,3,70.04995837,7917,1,0,0,3,0,0,0,7,2,2,0,2,6,7,1976,1976,3,1,6,6,1,174,3,2,1,3,1,3,1,751,5,0,392,1143,1,4,1,4,1113,0,0,1113,1,0,1,1,3,1,3,6,6,1,1,1,1987,1,1,504,4,2,2,370,30,0,0,0,0,2,0,2,0,5,2007,8,4
270,271,185290.9045,60,1,84,10728,1,0,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,1,0,2,4,2,2,3,2,5,0,5,0,1095,1095,1,2,1,4,1095,844,0,1939,0,0,2,1,3,1,2,8,6,1,2,1,2006,1,3,1053,4,4,2,192,51,0,0,0,0,2,2,2,0,8,2006,6,5
271,272,177304.4258,20,3,73,39104,1,0,0,2,0,1,2,4,2,2,0,2,7,7,1954,2005,0,2,9,10,1,0,3,4,1,2,3,1,3,226,2,1063,96,1385,1,0,1,4,1363,0,0,1363,1,0,1,0,2,1,3,5,4,2,4,1,1954,2,2,439,4,4,2,81,0,0,0,0,0,2,2,2,0,4,2008,8,4
272,273,166274.9005,60,3,92,11764,1,0,0,3,0,1,0,15,2,2,0,5,8,7,1999,2007,1,1,12,13,1,348,2,4,2,2,3,3,2,524,5,0,628,1152,1,0,1,4,1164,1106,0,2270,0,0,2,1,4,1,2,9,6,1,2,1,1999,0,3,671,4,4,2,132,57,0,0,0,0,2,2,2,0,4,2010,8,4
273,274,177807.4205,20,3,80,9600,1,0,3,3,0,4,0,12,1,2,0,2,6,6,1958,1988,3,1,13,14,0,183,3,4,1,3,3,3,4,620,3,620,0,1240,1,2,1,4,1632,0,0,1632,1,0,2,0,3,1,3,6,2,1,2,1,1958,1,1,338,4,4,2,289,0,0,0,0,0,2,2,2,0,4,2009,8,4
274,275,180330.6248,20,3,76,8314,1,0,3,3,0,0,0,11,2,2,0,2,5,7,1982,1982,1,1,6,7,1,0,3,4,1,3,3,1,0,546,5,0,270,816,1,4,1,4,816,0,0,816,0,0,1,0,2,1,3,5,6,0,2,1,1982,2,1,264,4,4,2,168,0,0,0,0,0,2,2,2,0,6,2007,8,4
275,276,179069.1122,50,3,55,7264,1,0,3,3,0,4,0,3,2,2,0,0,7,7,1925,2007,1,1,13,14,1,0,2,2,0,3,3,3,5,0,5,0,952,952,2,2,0,4,952,596,0,1548,0,0,2,1,3,1,0,5,6,0,2,5,1978,2,2,672,4,4,2,74,0,0,0,144,0,2,2,2,0,10,2009,8,4
276,277,175943.3718,20,3,129,9196,1,0,0,3,0,4,0,11,2,2,0,2,7,5,2003,2003,1,1,12,13,1,0,2,4,2,0,3,3,5,0,5,0,1560,1560,1,0,1,4,1560,0,0,1560,0,0,2,0,3,1,2,7,6,0,2,1,2003,0,2,573,4,4,2,100,150,0,0,0,0,2,2,2,0,4,2010,8,4
277,278,185199.0506,20,3,140,19138,1,0,3,3,0,0,0,8,2,2,0,2,4,5,1951,1951,1,1,12,13,1,0,3,4,1,3,3,3,3,120,5,0,744,864,1,0,1,4,864,0,0,864,0,0,1,0,2,1,3,4,6,0,2,5,1951,2,2,400,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2010,8,4
278,279,167350.9108,20,3,107,14450,1,0,3,3,0,4,0,16,2,2,0,2,9,5,2006,2007,1,1,5,5,1,315,0,4,2,0,3,1,5,0,5,0,2121,2121,1,0,1,4,2121,0,0,2121,0,0,2,1,3,1,0,8,6,1,0,1,2007,0,3,732,4,4,2,124,98,0,0,142,0,2,2,2,0,5,2007,6,5
279,280,149315.3119,60,3,83,10005,1,0,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,1,9,10,1,299,3,4,1,2,3,3,1,392,5,0,768,1160,1,0,1,4,1156,866,0,2022,0,0,2,1,4,1,3,8,6,1,4,1,1977,0,2,505,4,4,2,288,117,0,0,0,0,2,2,2,0,3,2008,8,4
280,281,139010.8478,60,3,82,11287,1,0,3,3,0,4,0,20,2,2,0,5,7,6,1989,1989,1,1,9,10,1,340,2,4,1,2,3,0,2,421,5,0,386,807,1,2,1,4,1175,807,0,1982,0,0,2,1,3,1,2,7,6,1,4,1,1989,0,2,575,4,4,2,0,84,0,196,0,0,2,2,2,0,1,2007,8,4
281,282,155412.1518,20,1,60,7200,1,1,3,3,0,4,0,21,2,2,0,2,6,5,2006,2006,1,1,12,13,2,68,2,4,2,2,3,3,2,905,5,0,357,1262,1,2,1,4,1262,0,0,1262,0,0,2,0,2,1,2,5,6,0,2,1,2006,0,2,572,4,4,2,0,120,0,0,0,0,2,2,2,0,5,2006,6,5
282,283,171308.314,120,3,34,5063,1,0,3,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,2,166,2,4,2,2,3,3,2,904,5,0,410,1314,1,0,1,4,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,2,1,2008,1,2,626,4,4,2,172,62,0,0,0,0,2,2,2,0,4,2009,5,4
283,284,176220.5433,20,3,74,9612,1,0,3,3,0,4,0,21,1,2,0,2,8,5,2008,2009,1,1,12,13,2,72,2,4,2,2,3,3,5,0,5,0,1468,1468,1,0,1,4,1468,0,0,1468,0,0,2,0,3,1,2,6,6,1,2,1,2008,0,3,898,4,4,2,210,150,0,0,0,0,2,2,2,0,12,2009,6,5
284,285,177643.435,120,3,50,8012,1,0,3,3,0,4,0,20,2,2,4,2,6,5,1992,1992,1,1,9,7,1,0,2,4,2,2,3,3,2,430,5,0,1145,1575,1,2,1,4,1575,0,0,1575,1,0,2,0,2,1,2,5,6,0,2,1,1992,1,2,529,4,4,2,0,0,52,0,0,0,2,2,2,0,7,2007,8,4
285,286,187222.6533,160,1,35,4251,1,1,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,1,0,2,4,2,2,3,3,5,0,5,0,625,625,1,0,1,4,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,2,5,2006,1,2,528,4,4,2,0,54,0,0,0,0,2,2,2,0,6,2007,6,5
286,287,185635.1321,50,3,77,9786,1,0,0,0,0,4,0,12,2,2,0,0,6,7,1962,1981,1,1,13,14,1,0,3,4,1,3,3,3,4,600,5,0,312,912,1,4,1,4,1085,649,0,1734,0,0,1,1,3,1,2,7,6,1,2,1,1962,1,2,440,4,4,2,0,0,0,0,128,0,2,0,2,0,6,2006,8,4
287,288,206492.5342,20,3,70.04995837,8125,1,0,0,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,1,6,6,1,0,3,4,1,3,3,3,1,614,5,0,244,858,1,4,1,4,858,0,0,858,0,0,1,0,3,1,3,5,6,0,2,1,1978.506164,2,0,0,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2006,8,4
288,289,181681.0211,20,3,70.04995837,9819,1,0,0,3,0,4,0,19,2,2,0,2,5,5,1967,1967,1,1,8,8,1,31,3,2,1,3,3,3,1,450,5,0,432,882,1,4,1,4,900,0,0,900,0,0,1,0,3,1,3,5,6,0,2,5,1970,2,1,280,4,4,2,0,0,0,0,0,0,2,2,2,0,2,2010,8,4
289,290,180500.1981,70,3,60,8730,1,0,3,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,1,13,14,1,0,3,4,0,3,3,3,5,0,5,0,698,698,1,0,1,0,698,698,0,1396,0,0,1,0,3,1,3,7,6,0,2,5,2003,2,1,384,4,4,2,0,0,0,0,259,0,2,2,2,0,7,2007,8,4
290,291,206486.1709,60,3,120,15611,1,0,3,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,1,12,13,1,0,2,4,2,2,3,0,5,0,5,0,1079,1079,1,0,1,4,1079,840,0,1919,0,0,2,1,3,1,2,8,6,1,2,1,2006,1,2,685,2,4,2,0,51,0,0,0,0,2,2,2,0,7,2006,6,5
291,292,161334.3012,190,3,55,5687,1,0,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,1,12,13,1,0,3,1,2,3,0,3,4,210,5,0,570,780,1,0,0,4,936,780,0,1716,1,0,2,0,6,1,1,9,6,0,2,1,1978.506164,2,0,0,4,4,0,0,184,0,0,0,0,2,2,2,0,3,2008,8,4
292,293,176156.5583,50,3,60,11409,1,0,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,1,13,14,1,0,3,4,1,3,3,3,3,292,5,0,476,768,1,2,1,4,1148,568,0,1716,0,0,1,1,3,1,3,8,3,1,2,1,1949,2,1,281,4,4,2,0,0,0,0,160,0,2,2,2,0,1,2009,8,4
293,294,191642.2235,60,3,70.04995837,16659,1,0,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,1,9,10,1,34,3,4,1,3,3,3,0,795,5,0,0,795,1,1,1,4,1468,795,0,2263,1,0,2,1,3,1,2,9,6,1,4,1,1977,0,2,539,4,4,2,0,250,0,0,0,0,2,2,2,0,3,2006,8,4
294,295,191945.808,20,3,80,9600,1,0,3,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,1,6,6,2,238,3,4,1,3,3,3,2,1285,5,0,131,1416,1,4,1,4,1644,0,0,1644,1,0,1,0,3,1,3,7,6,2,2,1,1953,0,2,418,4,4,2,110,0,0,0,0,0,2,2,2,0,10,2009,8,4
295,296,164146.306,80,3,37,7937,1,0,0,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,1,6,6,1,0,3,4,1,3,3,0,2,819,5,0,184,1003,1,4,1,4,1003,0,0,1003,1,0,1,0,3,1,3,6,6,0,2,5,1984,2,2,588,4,4,2,120,0,0,0,0,0,2,0,2,0,3,2006,8,4
296,297,179883.0571,50,4,75,13710,1,0,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,1,13,14,1,0,3,4,1,3,3,3,1,420,5,0,490,910,1,4,1,0,910,648,0,1558,0,0,1,1,4,1,3,6,6,0,2,1,1950,2,1,282,4,4,2,289,0,0,0,0,0,2,2,2,0,6,2007,8,4
297,298,178071.1377,60,1,66,7399,1,1,0,3,0,4,0,21,2,2,0,5,7,5,1997,1998,3,1,12,13,1,1600,2,4,2,2,3,3,1,649,5,0,326,975,1,0,1,4,975,975,0,1950,0,0,2,1,3,1,2,7,6,1,4,5,1997,1,2,576,4,4,2,0,10,0,0,198,0,2,2,2,0,6,2007,8,4
298,299,188241.6379,60,3,90,11700,1,0,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,365,2,4,1,3,3,3,0,384,4,175,143,702,1,2,1,4,1041,702,0,1743,0,1,1,2,3,1,3,7,6,1,2,1,1968,2,2,539,4,4,2,224,0,0,0,0,0,2,2,2,0,6,2007,8,4
299,300,174559.6562,20,3,80,14000,1,0,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,1,6,6,1,0,3,2,1,3,3,3,5,0,5,0,1092,1092,1,0,1,4,1152,0,0,1152,0,1,1,0,3,1,2,6,6,1,2,1,1950,2,1,300,4,4,2,0,36,0,0,0,0,2,0,2,0,8,2009,8,3
300,301,182347.363,190,3,90,15750,1,0,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,56,3,4,1,3,3,2,1,841,5,0,324,1165,1,4,1,4,1336,0,0,1336,1,0,1,0,2,1,3,5,6,2,2,1,1953,2,1,375,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2006,8,4
301,302,191507.2519,60,3,66,16226,1,0,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,1,0,2,4,2,2,3,3,2,281,5,0,747,1028,1,0,1,4,1210,1242,0,2452,0,0,2,1,4,1,2,9,6,1,4,3,1998,0,2,683,4,4,2,208,50,0,0,0,0,2,2,2,0,5,2007,8,4
302,303,199751.8656,20,3,118,13704,1,0,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,150,2,4,2,2,3,3,5,0,5,0,1541,1541,1,0,1,4,1541,0,0,1541,0,0,2,0,3,1,2,6,6,1,4,1,2001,1,3,843,4,4,2,468,81,0,0,0,0,2,2,2,0,1,2006,8,4
303,304,162106.4161,20,3,70,9800,1,0,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,1,12,13,1,0,3,4,2,3,3,3,0,894,5,0,0,894,1,4,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,0,2,1,1975,2,2,552,4,4,2,256,0,0,0,0,0,2,1,2,0,7,2006,8,0
304,305,164575.9823,75,4,87,18386,1,0,3,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,1,5,5,1,0,3,4,0,3,3,3,5,0,5,0,1470,1470,1,0,1,4,1675,1818,0,3493,0,0,3,0,3,1,2,10,6,1,0,1,2003,2,3,870,4,4,2,302,0,0,0,0,0,2,2,2,0,5,2008,8,4
305,306,179176.3522,20,3,80,10386,1,0,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,1,5,5,2,246,2,4,2,2,3,3,2,1464,5,0,536,2000,1,0,1,4,2000,0,0,2000,1,0,2,0,3,1,2,8,6,0,2,1,2004,0,3,888,4,4,2,168,0,0,0,0,0,2,2,2,0,7,2007,8,4
306,307,177327.4039,60,3,116,13474,1,0,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,1,6,10,1,246,2,4,1,2,3,3,0,700,5,0,0,700,1,2,1,4,1122,1121,0,2243,1,0,2,1,4,1,2,8,6,1,4,1,1990,1,3,746,4,4,2,127,44,224,0,0,0,2,2,2,0,6,2007,8,4
307,308,177818.0838,50,4,70.04995837,7920,1,0,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,1,8,8,1,0,3,1,1,3,3,3,5,0,5,0,319,319,1,4,1,0,1035,371,0,1406,0,0,1,0,3,1,1,6,6,0,2,1,1978.506164,2,0,0,4,4,0,0,144,0,0,0,0,2,2,2,0,3,2008,8,4
308,309,186965.204,30,3,70.04995837,12342,1,0,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,1,12,13,1,0,3,4,1,3,3,3,1,262,5,0,599,861,1,0,1,4,861,0,0,861,0,0,1,0,1,1,3,4,6,0,2,5,1961,2,2,539,4,4,2,158,0,0,0,0,0,2,2,2,0,3,2009,8,4
309,310,178762.7422,20,3,90,12378,1,0,0,3,0,4,0,16,2,2,0,2,9,5,2003,2004,1,1,12,13,1,0,2,4,2,0,3,1,2,1274,5,0,622,1896,1,0,1,4,1944,0,0,1944,1,0,2,0,3,1,0,8,6,3,0,1,2003,0,3,708,4,4,2,208,175,0,0,0,0,2,2,2,0,11,2006,8,4
310,311,183322.8661,60,3,70.04995837,7685,1,0,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,1,112,3,4,2,2,3,3,0,518,5,0,179,697,1,2,1,4,697,804,0,1501,0,0,2,1,3,1,2,6,6,1,4,1,1993,0,2,420,4,4,2,190,63,0,0,0,0,2,2,2,0,5,2006,8,4
311,312,178903.2959,20,3,50,8000,1,0,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,1,12,13,1,0,3,2,1,3,3,3,0,680,5,0,292,972,1,0,1,4,972,0,0,972,1,0,1,0,2,1,3,5,6,1,2,5,1948,2,1,240,4,4,2,0,0,0,0,0,0,2,2,2,0,5,2009,8,4
312,313,186570.1294,190,4,65,7800,1,0,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,1,8,8,1,0,3,4,1,2,3,2,4,507,5,0,286,793,1,4,1,4,793,325,0,1118,1,0,1,0,3,1,3,5,6,1,2,5,1939,2,2,410,4,4,2,0,0,0,0,271,0,2,2,2,0,5,2006,8,4
313,314,199144.2428,20,3,150,215245,1,0,2,2,0,4,2,23,2,2,0,2,7,5,1965,1965,3,1,3,3,1,0,3,4,1,2,3,1,0,1236,4,820,80,2136,2,4,1,4,2036,0,0,2036,2,0,2,0,3,1,3,8,6,2,2,1,1965,1,2,513,4,4,2,0,0,0,0,0,0,2,2,2,0,6,2009,8,4
314,315,172154.7133,70,4,60,9600,1,0,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,1,13,14,1,0,3,4,0,3,1,3,3,16,5,0,712,728,1,0,1,4,832,809,0,1641,0,1,1,1,3,1,0,6,6,1,2,5,1925,2,2,546,1,4,2,0,0,234,0,0,0,2,2,2,0,8,2006,8,4
315,316,177444.0192,60,3,71,7795,1,0,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,1,0,2,4,2,2,3,3,2,425,5,0,291,716,1,0,1,4,716,716,0,1432,1,0,2,1,3,1,2,6,6,1,2,1,2004,0,2,432,4,4,2,100,51,0,0,0,0,2,2,2,0,7,2009,8,4
316,317,166200.9381,60,3,94,13005,1,0,0,3,0,0,0,14,2,2,0,5,7,7,1980,1980,1,1,5,5,1,278,2,4,1,2,3,3,2,692,5,0,153,845,1,4,1,4,1153,1200,0,2353,1,0,2,1,4,1,0,10,6,1,4,1,1983,1,2,484,4,4,2,288,195,0,0,0,0,2,0,2,0,8,2009,8,4
317,318,158995.7706,60,1,75,9000,1,0,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,1,0,2,4,2,2,3,0,5,0,5,0,1088,1088,1,0,1,4,1088,871,0,1959,0,0,2,1,3,1,2,8,6,1,2,1,2006,1,3,1025,4,4,2,208,46,0,0,0,0,2,2,2,0,12,2007,8,4
318,319,168273.2825,60,3,90,9900,1,0,3,2,0,4,1,15,2,2,0,5,7,5,1993,1993,1,1,6,6,1,256,2,4,2,2,3,1,2,987,5,0,360,1347,1,0,1,4,1372,1274,0,2646,1,0,2,1,4,1,2,9,6,1,4,1,1993,1,3,656,4,4,2,340,60,144,0,0,0,2,2,2,0,4,2009,8,4
319,320,189680.4531,80,3,70.04995837,14115,1,0,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,1,9,10,1,225,3,4,1,2,3,0,2,1036,5,0,336,1372,1,4,1,4,1472,0,0,1472,1,0,2,0,3,1,3,6,6,2,4,1,1980,2,2,588,4,4,2,233,48,0,0,0,0,2,2,2,0,6,2009,8,4
320,321,181681.0211,60,3,111,16259,1,0,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,1,12,13,2,370,3,4,2,0,1,0,5,0,5,0,1249,1249,1,0,1,4,1249,1347,0,2596,0,0,3,1,4,1,2,9,6,0,2,1,2006,1,3,840,4,4,2,240,154,0,0,0,0,2,2,2,0,9,2006,6,5
321,322,160277.1426,60,3,99,12099,1,0,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,1,12,13,1,388,2,4,2,0,3,0,2,970,5,0,166,1136,1,0,1,4,1136,1332,0,2468,1,0,2,1,4,1,2,10,6,1,2,3,2004,0,3,872,4,4,2,184,154,0,0,0,0,2,2,2,0,6,2007,8,4
322,323,197318.5472,60,3,86,10380,1,0,0,3,0,4,0,20,2,2,0,5,7,5,1986,1987,1,1,9,10,1,172,2,4,1,3,3,1,3,28,0,1474,0,1502,1,0,1,4,1553,1177,0,2730,1,0,2,1,4,1,2,8,6,1,4,1,1987,0,2,576,4,4,2,201,96,0,0,0,0,2,2,2,0,8,2007,8,4
323,324,162228.9356,20,4,49,5820,1,0,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,1,12,13,1,0,3,2,1,3,3,3,0,256,5,0,906,1162,1,0,1,4,1163,0,0,1163,1,0,1,0,3,1,3,6,6,0,2,1,1955,2,1,220,1,4,2,142,98,0,0,0,0,2,2,2,0,7,2006,8,4
